,rownames,emp_title,emp_length,state,homeownership,annual_income,verified_income,debt_to_income,annual_income_joint,verification_income_joint,debt_to_income_joint,delinq_2y,months_since_last_delinq,earliest_credit_line,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,num_collections_last_12m,num_historical_failed_to_pay,months_since_90d_late,current_accounts_delinq,total_collection_amount_ever,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_accounts_120d_past_due,num_accounts_30d_past_due,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,tax_liens,public_record_bankrupt,loan_purpose,application_type,loan_amount,term,interest_rate,installment,grade,sub_grade,issue_month,loan_status,initial_listing_status,disbursement_method,balance,paid_total,paid_principal,paid_interest,paid_late_fees
7771,7772,truck driver ,10.0,CA,MORTGAGE,75000.0,Source Verified,18.58,,,,0,,2006,2,22,9,473054,128051,0,0,,0,0,1,5,6.0,9,0.0,0,3,60500,17,7,4,3,100.0,0,0,credit_card,individual,24000,36,7.96,751.63,A,A5,Feb-2018,Current,whole,Cash,21606.59,2924.77,2393.41,531.36,0.0
7774,7775,,,FL,MORTGAGE,25465.0,Not Verified,15.98,,,,0,,2001,1,40,11,31500,7692,0,1,,0,0,1,8,8.0,9,0.0,0,1,8400,33,10,2,3,100.0,0,1,debt_consolidation,individual,7600,36,9.43,243.21,B,B1,Mar-2018,Current,whole,Cash,7045.2,721.67,554.8,166.87,0.0
7776,7777,senior bookkeeper,4.0,WV,OWN,47418.0,Source Verified,14.03,,,,0,57.0,2003,1,16,11,62536,14552,0,0,57.0,0,554,3,8,2.0,11,0.0,0,3,3400,11,7,5,1,93.8,0,0,credit_card,individual,2400,36,11.99,79.71,B,B5,Jan-2018,Current,fractional,Cash,2115.72,386.56,284.28,102.28,0.0
7777,7778,highway trasportation specialist ii,10.0,NY,OWN,125000.0,Source Verified,8.09,,,,0,50.0,1999,1,18,12,102209,22784,0,0,50.0,0,0,1,8,10.0,12,0.0,0,5,77000,14,11,6,2,81.3,0,0,car,individual,36000,36,9.43,1152.01,B,B1,Feb-2018,Current,whole,Cash,33372.13,3437.17,2627.87,809.3,0.0
7778,7779,senior manager-hub,10.0,CA,RENT,230000.0,Not Verified,12.37,,,,0,,1999,3,27,14,190012,96159,0,0,,0,0,3,4,7.0,14,0.0,0,4,93100,16,11,5,2,100.0,0,0,debt_consolidation,individual,36000,36,7.35,1117.35,A,A4,Feb-2018,Current,whole,Cash,32379.5,4528.37,3620.5,907.87,0.0
7780,7781,business analyst,7.0,MA,OWN,60000.0,Not Verified,12.9,,,,0,,2002,3,33,17,241696,19028,0,0,,0,0,1,7,7.0,17,0.0,0,3,27800,28,15,5,1,100.0,0,0,home_improvement,individual,10000,36,7.34,310.33,A,A4,Mar-2018,Current,whole,Cash,9500.14,622.7,499.86,122.84,0.0
7784,7785,director,8.0,FL,OWN,83000.0,Not Verified,0.36,,,,0,39.0,2005,0,5,2,5500,129,0,0,39.0,0,0,0,1,21.0,2,0.0,0,1,5500,4,2,1,0,80.0,0,0,major_purchase,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Fully Paid,whole,Cash,0.0,10261.3018591705,10000.0,261.3,0.0
7787,7788,script supervisor,10.0,CA,RENT,60000.0,Not Verified,11.52,,,,0,,2000,0,14,3,26400,21513,0,0,,0,76,0,1,24.0,3,0.0,0,3,26400,7,3,3,0,100.0,0,0,credit_card,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,Cash,14832.04,1527.65,1167.96,359.69,0.0
7788,7789,laser technician 2,5.0,MO,OWN,68000.0,Source Verified,19.26,,,,0,60.0,2009,7,43,29,309164,102765,0,0,60.0,0,0,14,16,3.0,29,0.0,0,9,41400,14,14,12,1,95.1,0,0,debt_consolidation,individual,16000,36,9.43,512.01,B,B1,Mar-2018,Current,whole,DirectPay,14832.04,1519.27,1167.96,351.31,0.0
7789,7790,deputy sheriff,3.0,NV,MORTGAGE,60000.0,Source Verified,13.06,,,,0,,2002,2,8,3,30500,17649,0,1,,0,0,1,3,4.0,3,0.0,0,1,5000,5,2,2,0,100.0,0,1,debt_consolidation,individual,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,8749.43,1557.29,1250.57,306.72,0.0
7799,7800,,,CA,MORTGAGE,125000.0,Not Verified,17.38,,,,0,47.0,1984,2,28,14,509898,71078,0,0,69.0,0,0,2,5,6.0,14,0.0,0,10,50800,16,11,11,2,82.1,0,0,credit_card,individual,8000,36,10.9,261.54,B,B4,Feb-2018,Current,whole,Cash,7428.22,799.16,571.78,227.38,0.0
7802,7803,owner,10.0,TN,OWN,80000.0,Not Verified,10.26,,,,0,73.0,2001,2,19,8,57911,31093,0,0,73.0,0,901,1,4,1.0,8,0.0,0,2,8800,14,6,5,1,84.2,0,0,credit_card,individual,8000,36,9.44,256.04,B,B1,Feb-2018,Current,whole,DirectPay,7218.56,1030.46,781.44,249.02,0.0
7803,7804,assistant manager ,10.0,TN,RENT,55000.0,Source Verified,5.81,,,,0,,2008,0,29,8,87777,18176,0,0,,0,0,2,4,,8,0.0,0,2,57000,16,6,2,0,100.0,0,0,house,individual,15000,36,5.31,451.66,A,A1,Mar-2018,Current,whole,Cash,14227.72,923.24,772.28,150.96,0.0
7805,7806,,,TX,RENT,25000.0,Not Verified,13.02,,,,0,,2004,1,18,13,74029,7134,0,0,,0,0,1,5,1.0,13,0.0,0,4,50800,13,11,6,0,100.0,0,0,debt_consolidation,individual,3200,36,6.08,97.47,A,A2,Feb-2018,Current,fractional,Cash,2872.49,385.56,327.51,58.05,0.0
7806,7807,it,8.0,MA,MORTGAGE,95000.0,Source Verified,19.44,175000.0,Source Verified,20.67,0,29.0,1995,0,19,9,439969,66449,0,0,,0,0,2,0,,9,0.0,0,3,115300,13,6,4,3,94.7,0,0,credit_card,joint,30000,36,5.32,903.45,A,A1,Jan-2018,Current,whole,Cash,26114.83,4508.38,3885.17,623.21,0.0
7810,7811,priest,10.0,NC,MORTGAGE,127200.0,Not Verified,7.86,,,,0,24.0,1995,0,20,5,293638,22845,0,0,24.0,0,0,2,1,18.0,5,0.0,0,1,600,9,2,1,4,85.0,0,0,car,individual,5000,36,6.72,153.75,A,A3,Jan-2018,Current,whole,Cash,4364.17,765.02,635.83,129.19,0.0
7813,7814,operator ,10.0,MI,MORTGAGE,55000.0,Source Verified,14.2,,,,0,,2006,0,6,4,186349,25778,0,1,,0,0,1,2,13.0,4,0.0,0,1,6600,2,1,1,1,100.0,0,1,house,individual,15000,60,10.9,325.39,B,B4,Mar-2018,Current,whole,Cash,14427.41,967.09,572.59,394.5,0.0
7814,7815,founder,0.0,IL,OWN,35000.0,Not Verified,14.27,,,,0,,2014,0,6,6,26200,9635,0,0,,0,0,1,4,17.0,6,0.0,0,4,17200,5,5,4,0,100.0,0,0,credit_card,individual,5500,36,9.93,177.29,B,B2,Feb-2018,Current,whole,Cash,4966.31,703.09,533.69,169.4,0.0
7815,7816,"manager, workforce optimization",10.0,CA,MORTGAGE,110000.0,Not Verified,7.52,,,,0,34.0,2004,1,33,14,337370,26298,0,0,71.0,0,2972,7,4,8.0,14,0.0,0,0,800,12,6,2,3,92.9,0,0,home_improvement,individual,7200,36,6.72,221.4,A,A3,Jan-2018,Current,whole,Cash,6284.4,1104.31,915.6,188.71,0.0
7819,7820,field supervisor,4.0,KY,MORTGAGE,72197.95,Not Verified,15.11,,,,0,37.0,2004,0,13,6,94843,17389,0,0,37.0,0,0,2,0,,6,0.0,0,2,8600,5,3,2,1,92.3,0,0,debt_consolidation,individual,21600,36,6.07,657.8,A,A2,Feb-2018,Current,whole,Cash,19946.04,1966.12,1653.96,312.16,0.0
7821,7822,hvac teck,10.0,MD,MORTGAGE,87000.0,Not Verified,19.32,,,,0,,2000,2,21,12,275683,37009,0,0,,0,0,5,3,8.0,12,0.0,0,4,17700,11,6,6,4,100.0,0,0,medical,individual,4500,36,7.34,139.65,A,A4,Mar-2018,Current,whole,Cash,4161.56,417.11,338.44,78.67,0.0
7823,7824,security officer,0.0,CA,RENT,30000.0,Source Verified,12.88,,,,0,,2014,0,6,5,41889,34655,0,0,,0,0,2,2,22.0,5,0.0,0,2,9400,4,3,2,0,100.0,0,0,car,individual,8400,36,9.92,270.73,B,B2,Feb-2018,Current,whole,Cash,7791.12,807.56,608.88,198.68,0.0
7825,7826,bio sci tech,10.0,CA,RENT,47000.0,Source Verified,15.76,,,,0,,1999,0,8,3,42867,21629,0,0,,0,0,1,0,,3,0.0,0,1,25000,4,2,1,0,100.0,0,0,moving,individual,5000,36,6.71,153.73,A,A3,Mar-2018,Current,whole,Cash,4620.57,459.33,379.43,79.9,0.0
7826,7827,sr account manager,10.0,RI,MORTGAGE,90000.0,Source Verified,15.71,,,,0,,1989,2,18,14,366277,29503,0,1,,0,0,3,6,6.0,14,0.0,0,3,33400,13,10,6,2,100.0,0,1,debt_consolidation,individual,16000,36,7.35,496.6,A,A4,Jan-2018,Current,fractional,Cash,13571.47,2930.61,2428.53,502.08,0.0
7832,7833,bartender,10.0,NY,MORTGAGE,40000.0,Verified,14.28,,,,0,,2003,1,15,12,286139,20712,0,0,,0,0,2,5,4.0,12,0.0,0,5,33400,9,9,5,1,100.0,0,0,debt_consolidation,individual,9600,36,6.71,295.15,A,A3,Mar-2018,Current,whole,Cash,8871.53,878.29,728.47,149.82,0.0
7834,7835,data entry,10.0,KY,OWN,35000.0,Verified,8.95,,,,0,,2001,0,14,9,166600,7512,0,1,,0,0,0,2,,9,0.0,0,4,21800,12,8,6,2,100.0,0,1,debt_consolidation,individual,10000,60,11.98,222.35,B,B5,Mar-2018,Current,whole,Cash,9628.77,660.39,371.23,289.16,0.0
7839,7840,district manager ,9.0,MN,MORTGAGE,150000.0,Verified,19.89,,,,0,,1995,1,53,16,489059,183699,0,0,,0,0,4,6,11.0,16,0.0,0,4,55400,22,10,6,3,100.0,0,0,credit_card,individual,40000,60,10.42,858.18,B,B3,Jan-2018,Current,whole,Cash,37401.02,4267.74,2598.98,1668.76,0.0
7841,7842,compliance supervisor,0.0,NC,RENT,58000.0,Not Verified,14.92,,,,0,,2012,0,18,18,50429,42778,0,0,,0,0,15,4,,18,0.0,0,2,6000,3,3,3,0,100.0,0,0,credit_card,individual,7000,36,6.08,213.21,A,A2,Feb-2018,Current,whole,DirectPay,6283.6,850.48,716.4,134.08,0.0
7842,7843,manager,10.0,MI,MORTGAGE,80000.0,Verified,9.6,,,,0,,2004,2,27,5,156183,25389,0,0,,0,40,1,5,1.0,5,0.0,0,3,30200,12,3,3,1,100.0,0,0,debt_consolidation,individual,16000,36,9.92,515.68,B,B2,Mar-2018,Current,whole,Cash,15230.0,1022.54,770.0,252.54,0.0
7843,7844,it director,10.0,MI,MORTGAGE,65000.0,Not Verified,15.98,,,,0,61.0,1989,2,13,4,265200,33589,0,0,77.0,0,0,2,0,6.0,4,0.0,0,1,21000,6,1,1,2,84.6,0,0,credit_card,individual,26000,60,10.91,564.14,B,B4,Feb-2018,Current,whole,DirectPay,24670.98,2272.32,1329.02,943.3,0.0
7845,7846,secondary marketing/capital markets,8.0,IN,MORTGAGE,120000.0,Not Verified,9.98,,,,0,,2009,2,25,15,86792,40603,0,1,,0,0,6,3,2.0,15,0.0,0,4,27900,15,9,4,0,100.0,0,1,major_purchase,individual,7500,36,6.71,230.59,A,A3,Feb-2018,Current,whole,Cash,6930.87,688.97,569.13,119.84,0.0
7846,7847,meat manager,10.0,AZ,MORTGAGE,55000.0,Not Verified,17.52,,,,0,,2008,4,24,17,235060,36799,0,1,,0,0,2,5,8.0,17,0.0,0,2,15300,16,14,3,2,100.0,0,1,debt_consolidation,individual,4800,36,7.35,148.98,A,A4,Feb-2018,Current,whole,Cash,4317.27,591.02,482.73,108.29,0.0
7851,7852,beauty ambassador,0.0,NV,RENT,60000.0,Not Verified,17.08,,,,0,59.0,2006,2,19,5,95584,25128,0,0,,0,0,1,4,7.0,5,0.0,0,3,74800,11,4,3,0,100.0,0,0,debt_consolidation,individual,20000,60,11.99,444.79,B,B5,Feb-2018,Current,whole,Cash,19005.39,1752.52,994.61,757.91,0.0
7852,7853,associate,2.0,OH,OWN,50000.0,Not Verified,7.37,,,,0,,2014,2,18,14,39878,13497,0,0,,0,0,1,8,5.0,14,0.0,0,3,19600,16,13,3,0,100.0,0,0,debt_consolidation,individual,8000,36,7.97,250.59,A,A5,Jan-2018,Current,fractional,Cash,6999.51,1249.41,1000.49,248.92,0.0
7857,7858,management,10.0,DC,MORTGAGE,152000.0,Verified,4.36,262854.0,Verified,8.19,0,,2004,1,13,6,560826,17408,0,0,,0,0,1,2,6.0,6,0.0,0,2,65300,4,4,2,7,100.0,0,0,debt_consolidation,joint,40000,60,7.34,798.49,A,A4,Mar-2018,Current,fractional,Cash,38328.35,2379.16,1671.65,707.51,0.0
7860,7861,manufacturer ,3.0,MN,MORTGAGE,50000.0,Not Verified,6.48,,,,0,,2000,5,13,10,47217,18496,0,0,,0,0,6,7,2.0,10,0.0,0,2,8500,6,4,2,0,100.0,0,0,debt_consolidation,individual,15000,36,7.34,465.5,A,A4,Mar-2018,Current,whole,Cash,13871.88,1384.27,1128.12,256.15,0.0
7861,7862,teacher,5.0,AZ,RENT,61000.0,Not Verified,14.69,,,,0,43.0,2008,2,19,15,42762,24293,0,0,,0,0,1,3,8.0,15,0.0,0,5,18100,15,14,8,0,89.5,0,0,debt_consolidation,individual,20000,36,5.31,602.21,A,A1,Mar-2018,Current,whole,DirectPay,18452.04,1818.43,1547.96,270.47,0.0
7864,7865,director of brand marketing,10.0,AL,MORTGAGE,120000.0,Source Verified,11.84,,,,0,,1982,0,20,7,253959,41080,0,0,,0,0,3,1,,7,0.0,0,1,14800,8,3,1,4,100.0,0,0,home_improvement,individual,8000,36,5.31,240.89,A,A1,Feb-2018,Current,whole,Cash,7172.57,961.2,827.43,133.77,0.0
7865,7866,graphic designer,2.0,NY,OWN,45000.0,Source Verified,19.47,,,,0,,2012,0,15,15,43896,33962,0,0,,0,0,9,5,,15,0.0,0,3,7500,6,6,6,0,100.0,0,0,credit_card,individual,6500,36,10.41,211.0,B,B3,Mar-2018,Current,whole,Cash,6189.43,418.24,310.57,107.67,0.0
7868,7869,territory manager,4.0,CA,RENT,84000.0,Source Verified,4.9,,,,0,77.0,2004,2,11,6,13800,11072,0,0,77.0,0,0,0,4,7.0,6,0.0,0,5,13000,7,6,6,1,63.6,0,0,debt_consolidation,individual,12000,36,10.41,389.53,B,B3,Mar-2018,Current,whole,Cash,11136.26,1161.65,863.74,297.91,0.0
7874,7875,teacher,10.0,TN,MORTGAGE,75000.0,Not Verified,15.51,,,,0,56.0,1996,3,34,11,190958,26285,0,0,56.0,0,0,2,3,6.0,11,0.0,0,3,45600,13,8,5,5,83.9,0,0,credit_card,individual,4000,36,6.72,123.0,A,A3,Jan-2018,Current,fractional,Cash,3491.33,613.51,508.67,104.84,0.0
7878,7879,sales,10.0,TX,RENT,140000.0,Not Verified,9.99,140000.0,Not Verified,20.52,0,78.0,1987,2,23,8,116950,40778,0,0,,0,0,1,4,7.0,8,0.0,0,3,53700,7,5,4,0,95.7,0,0,debt_consolidation,joint,25000,60,7.34,499.06,A,A4,Feb-2018,Current,whole,Cash,22970.25,2595.85,2029.75,566.1,0.0
7900,7901,regional director,7.0,NY,OWN,115000.0,Verified,10.39,230000.0,Verified,13.88,0,,1998,0,22,10,403611,44549,0,0,,0,0,1,1,18.0,10,0.0,0,4,67600,10,8,6,2,100.0,0,0,credit_card,joint,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,34817.92,5993.44,5182.08,811.36,0.0
7902,7903,security technician,2.0,WI,RENT,57920.0,Not Verified,18.57,,,,0,,2007,1,17,6,65678,41189,0,0,,0,0,1,4,6.0,6,0.0,0,2,21800,9,5,4,0,100.0,0,0,debt_consolidation,individual,10450,36,6.08,318.29,A,A2,Feb-2018,Current,whole,DirectPay,8685.94,1953.08,1764.06,189.02,0.0
7904,7905,human resources manager,10.0,AL,MORTGAGE,52000.0,Source Verified,11.05,92280.0,Not Verified,11.08,0,78.0,2001,2,24,6,214350,15909,0,0,,0,316,1,3,4.0,6,0.0,0,0,5400,6,4,1,6,95.8,0,0,debt_consolidation,joint,12000,36,7.96,375.82,A,A5,Mar-2018,Current,whole,Cash,11105.43,1122.15,894.57,227.58,0.0
7905,7906,automotive technician,10.0,NE,RENT,55000.0,Verified,13.99,79000.0,Not Verified,13.4,0,,1995,0,8,5,33025,19059,0,2,,0,758,2,2,18.0,5,0.0,0,3,9400,4,3,3,0,100.0,0,2,debt_consolidation,joint,10000,36,7.97,313.23,A,A5,Jan-2018,Current,whole,Cash,8749.43,1557.29,1250.57,306.72,0.0
7906,7907,sales mgr,3.0,FL,MORTGAGE,60000.0,Not Verified,17.75,,,,0,29.0,1999,1,29,12,197562,26976,0,0,75.0,0,0,2,4,7.0,12,0.0,0,5,12900,18,9,7,3,82.1,0,0,debt_consolidation,individual,12000,36,9.43,384.01,B,B1,Mar-2018,Current,whole,Cash,11124.02,1155.17,875.98,279.19,0.0
7908,7909,ceo,10.0,IL,RENT,48000.0,Verified,10.7,,,,0,,2003,1,5,4,34700,18231,0,0,,0,0,0,2,12.0,4,0.0,0,4,34700,5,4,4,0,100.0,0,0,credit_card,individual,20000,36,5.31,602.21,A,A1,Feb-2018,Current,whole,DirectPay,17931.48,2402.94,2068.52,334.42,0.0
7909,7910,courier,10.0,NJ,OWN,70000.0,Source Verified,3.21,126000.0,Not Verified,20.5,0,,1988,0,26,17,110100,2442,0,0,,0,0,0,3,,17,0.0,0,5,97400,25,17,7,0,100.0,0,0,debt_consolidation,joint,12000,60,9.43,251.62,B,B1,Mar-2018,Current,whole,Cash,11524.32,748.57,475.68,272.89,0.0
7921,7922,,,CT,RENT,33000.0,Source Verified,7.89,,,,0,,2012,0,5,4,10100,3975,0,1,,0,0,1,1,,4,0.0,0,3,7100,3,3,3,0,100.0,0,1,major_purchase,individual,2000,36,6.72,61.5,A,A3,Feb-2018,Current,whole,Cash,1797.1,244.51,202.9,41.61,0.0
7926,7927,full professor,10.0,FL,MORTGAGE,76000.0,Verified,11.08,,,,0,25.0,2003,0,12,6,258800,4848,0,0,,0,125,1,3,,6,0.0,0,0,14000,9,4,0,1,91.7,0,0,medical,individual,28000,36,7.34,868.92,A,A4,Mar-2018,Current,whole,Cash,25894.21,2583.92,2105.79,478.13,0.0
7927,7928,faculty,2.0,IL,MORTGAGE,61500.0,Verified,11.4,,,,0,,2006,0,25,9,372372,110676,0,0,,0,0,5,7,17.0,9,0.0,0,2,5000,3,2,2,3,100.0,0,0,home_improvement,individual,19725,36,11.98,654.97,B,B5,Mar-2018,Current,fractional,Cash,18337.09,1951.78,1387.91,563.87,0.0
7933,7934,vp/portfolio manager,5.0,NV,MORTGAGE,117000.0,Not Verified,14.57,,,,0,,1992,0,18,13,138073,34879,0,0,,0,0,2,6,13.0,13,0.0,0,5,29300,11,10,6,2,100.0,0,0,home_improvement,individual,1700,36,9.44,54.41,B,B1,Jan-2018,Current,whole,Cash,1491.56,270.27,208.44,61.83,0.0
7934,7935,nurse anesthetist,10.0,MI,MORTGAGE,205000.0,Source Verified,3.81,,,,0,,2002,3,45,7,209905,33074,0,0,,0,0,1,7,0.0,7,0.0,0,1,63100,30,5,1,3,100.0,0,0,major_purchase,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,Cash,34817.92,6011.18,5182.08,829.1,0.0
7940,7941,manager,8.0,NJ,MORTGAGE,60000.0,Source Verified,6.96,,,,0,,2007,0,15,10,40900,20719,0,0,,0,0,0,3,,10,0.0,0,5,35900,14,10,7,1,100.0,0,0,debt_consolidation,individual,20000,36,5.32,602.3,A,A1,Jan-2018,Current,whole,DirectPay,17408.96,3007.63,2591.04,416.59,0.0
7944,7945,"business systems analyst, senior",10.0,FL,MORTGAGE,91100.0,Source Verified,10.7,,,,0,,2005,1,17,9,277300,27359,0,0,,0,0,1,5,9.0,9,0.0,0,2,17400,8,7,4,3,100.0,0,0,credit_card,individual,20000,60,11.99,444.79,B,B5,Feb-2018,Current,whole,Cash,19005.39,1765.84,994.61,771.23,0.0
7948,7949,maintenance technician ,3.0,OH,MORTGAGE,75000.0,Verified,15.84,,,,0,,2006,2,28,21,292651,45314,0,0,,0,426,8,9,8.0,21,0.0,0,5,25800,15,12,7,2,100.0,0,0,credit_card,individual,7000,36,11.98,232.44,B,B5,Mar-2018,Current,fractional,Cash,6507.45,692.66,492.55,200.11,0.0
7954,7955,area manager,5.0,FL,RENT,103000.0,Not Verified,11.92,,,,0,66.0,1998,0,22,10,48753,30424,0,0,,0,0,2,2,16.0,10,0.0,0,2,10000,16,8,7,0,95.5,0,0,credit_card,individual,18000,36,9.44,576.09,B,B1,Jan-2018,Current,whole,Cash,15793.1,2871.01,2206.9,664.11,0.0
7959,7960,forklift drive,10.0,GA,MORTGAGE,60000.0,Not Verified,15.66,,,,0,,2004,0,15,12,143200,20416,0,0,,0,79,1,2,,12,0.0,0,3,33900,12,10,5,1,100.0,0,0,credit_card,individual,18000,60,9.92,381.74,B,B2,Mar-2018,Current,whole,Cash,17295.39,1125.38,704.61,420.77,0.0
7965,7966,,,NY,OWN,46000.0,Not Verified,11.32,,,,0,,1995,1,42,8,21701,10887,0,0,,0,0,2,9,10.0,8,0.0,0,3,4500,11,6,4,0,100.0,0,0,credit_card,individual,2500,36,10.9,81.73,B,B4,Mar-2018,Current,whole,Cash,2321.32,243.68,178.68,65.0,0.0
7966,7967,,,NJ,MORTGAGE,75000.0,Not Verified,19.75,,,,0,65.0,2001,3,27,15,369983,30126,0,0,,0,0,3,6,2.0,15,0.0,0,7,52000,12,10,7,6,96.0,0,0,debt_consolidation,individual,10000,36,6.08,304.59,A,A2,Feb-2018,Current,fractional,Cash,8976.56,1214.98,1023.44,191.54,0.0
7969,7970,nurse,8.0,PA,MORTGAGE,80000.0,Source Verified,13.97,,,,0,51.0,1998,5,44,14,205734,54215,0,0,,0,138,6,10,3.0,14,0.0,0,2,14200,17,7,3,8,100.0,0,0,home_improvement,individual,8000,36,6.72,246.0,A,A3,Jan-2018,Current,whole,Cash,6982.67,1227.01,1017.33,209.68,0.0
7973,7974,vp of operations,10.0,RI,RENT,155000.0,Source Verified,11.06,210000.0,Not Verified,19.68,0,,1991,0,47,21,224673,79589,0,0,,0,0,2,4,13.0,21,0.0,0,7,70500,33,19,10,2,100.0,0,0,debt_consolidation,joint,20000,60,9.44,419.46,B,B1,Feb-2018,Current,whole,Cash,18939.06,1714.55,1060.94,653.61,0.0
7991,7992,penetration tester,2.0,VA,RENT,163000.0,Source Verified,4.98,,,,0,,1999,2,12,5,129213,24645,0,0,,0,0,2,1,9.0,5,0.0,0,1,16000,3,2,1,1,100.0,0,0,house,individual,30000,60,9.43,629.04,B,B1,Mar-2018,Current,whole,Cash,28810.83,1855.69,1189.17,666.52,0.0
7993,7994,analyst,1.0,NY,RENT,136000.0,Not Verified,8.07,,,,0,,2006,1,13,8,86950,41052,0,0,,0,0,2,5,8.0,8,0.0,0,4,66700,9,6,4,0,100.0,0,0,credit_card,individual,25000,36,11.98,830.12,B,B5,Feb-2018,Current,whole,Cash,23240.95,2473.72,1759.05,714.67,0.0
7995,7996,it manager,10.0,NY,OWN,72000.0,Source Verified,8.18,,,,0,,2002,5,43,30,254094,10573,0,0,,0,0,1,10,5.0,30,0.0,0,4,155900,35,27,4,2,100.0,0,0,home_improvement,individual,40000,36,6.08,1218.33,A,A2,Feb-2018,Current,whole,Cash,35906.37,4839.54,4093.63,745.91,0.0
7996,7997,president,10.0,NY,MORTGAGE,67600.0,Verified,17.84,,,,0,53.0,2004,5,18,12,136906,30244,0,0,74.0,0,0,2,6,1.0,12,0.0,0,8,33200,10,9,9,4,88.9,0,0,debt_consolidation,individual,20000,36,10.41,649.21,B,B3,Feb-2018,Current,whole,Cash,18560.45,1936.06,1439.55,496.51,0.0
8008,8009,sr vice president,10.0,TX,OWN,200000.0,Source Verified,16.18,,,,0,25.0,1987,1,41,14,389049,122306,0,0,,0,0,2,2,11.0,14,0.0,0,6,72000,22,9,6,2,97.6,0,0,debt_consolidation,individual,30000,36,9.43,960.01,B,B1,Mar-2018,Current,whole,Cash,28545.79,1888.59,1454.21,434.38,0.0
8013,8014,sales rep,7.0,VA,MORTGAGE,80000.0,Not Verified,13.76,,,,0,,1976,1,27,7,227567,22407,0,0,,0,0,1,2,4.0,7,0.0,0,1,10000,18,5,1,3,100.0,0,0,debt_consolidation,individual,25000,36,7.34,775.82,A,A4,Mar-2018,Current,whole,Cash,23119.84,2297.13,1880.16,416.97,0.0
8014,8015,owner ,9.0,PA,MORTGAGE,120000.0,Not Verified,14.73,,,,0,,2007,3,15,10,93189,53079,0,0,,0,0,2,2,3.0,10,0.0,0,5,15900,11,8,5,0,100.0,0,0,debt_consolidation,individual,12000,60,10.42,257.46,B,B3,Jan-2018,Current,whole,Cash,11220.28,1269.93,779.72,490.21,0.0
8020,8021,equipment operator,10.0,PA,MORTGAGE,69000.0,Not Verified,8.63,,,,0,,2005,5,24,7,183487,32972,0,0,,0,123,1,1,11.0,7,0.0,0,1,7700,13,5,4,3,100.0,0,0,debt_consolidation,individual,7000,36,5.31,210.78,A,A1,Mar-2018,Current,whole,DirectPay,6458.19,628.21,541.81,86.4,0.0
8028,8029,office manager,3.0,FL,MORTGAGE,51000.0,Not Verified,14.85,,,,0,,2000,3,18,14,331880,65951,0,0,,0,0,1,11,5.0,14,0.0,0,3,35200,15,12,6,1,100.0,0,0,debt_consolidation,individual,4000,36,6.08,121.84,A,A2,Jan-2018,Current,whole,Cash,3486.96,606.5,513.04,93.46,0.0
8033,8034,fleet sales,0.0,GA,OWN,85000.0,Source Verified,8.89,,,,0,,2001,1,14,8,85500,35548,0,1,,0,0,1,3,9.0,8,0.0,0,1,39300,9,7,2,1,100.0,0,1,other,individual,35000,60,10.42,750.91,B,B3,Jan-2018,Fully Paid,whole,Cash,0.0,36485.6934409894,35000.0,1485.69,0.0
8034,8035,special agent,10.0,CA,MORTGAGE,175000.0,Source Verified,15.5,,,,0,,1994,1,27,15,1197805,201598,0,0,,0,0,1,3,3.0,15,0.0,0,4,136300,21,12,6,3,100.0,0,0,credit_card,individual,40000,36,5.32,1204.6,A,A1,Jan-2018,Current,whole,DirectPay,34817.92,6047.98,5182.08,865.9,0.0
8038,8039,pricing strategist ,1.0,FL,MORTGAGE,120000.0,Not Verified,7.5,,,,0,,2003,5,27,12,446752,23630,0,0,,0,0,1,4,3.0,12,0.0,0,5,82100,15,9,6,2,100.0,0,0,major_purchase,individual,18000,36,5.32,542.07,A,A1,Feb-2018,Current,fractional,Cash,16138.59,2162.96,1861.41,301.55,0.0
8041,8042,project engineer,1.0,CO,RENT,85000.0,Not Verified,11.92,,,,0,67.0,1996,3,17,6,43712,34523,0,0,47.0,0,0,3,3,0.0,5,,0,3,7350,8,2,2,0,71.0,0,0,credit_card,individual,10000,36,11.99,332.1,B,B5,Jan-2018,Current,whole,Cash,8815.65,1653.84,1184.35,469.49,0.0
8042,8043,pilot ,3.0,KY,MORTGAGE,185000.0,Not Verified,3.06,,,,0,,2006,3,14,9,167517,20135,0,1,,0,0,1,4,6.0,9,0.0,0,4,23800,10,7,5,1,100.0,0,1,debt_consolidation,individual,25000,36,9.92,805.75,B,B2,Mar-2018,Current,whole,Cash,23187.85,2389.69,1812.15,577.54,0.0
